year month day hour minute second lst_hours obs_ra_deg obs_dec_deg lat_deg lon_deg elevation_m total_offset_roll total_offset_pitch predicted_roll_offset predicted_pitch_offset residual_ra residual_dec roll_hours pitch_deg ch ih mah meh nP tfh phh id mad med tfd pdd
2026 6 24 21 23 36 5.179158644773746 124.31293945822881 28.87913961718197 20.7081 -156.2567 3048.0 0.0009195665784741421 -0.021762728280716667 0.0009376701200380921 -0.021720802411437035 -1.8103541563950043e-05 -4.19258692796326e-05 -3.1083706524415087 28.87913961718197 5.5366754213567154e-05 7.27220521664304e-05 -6.427448516469346e-05 8.746602099385107e-05 -2.1392101992812482e-05 -9.4112445566348e-05 -1.9726330164322088e-05 -9.69627362219072e-05 -0.00012334066734638293 -0.00014982851301516577 7.519719678313607e-08 -9.774543328717875e-06
2026 6 24 21 36 4 5.387505302341887 151.7817721283002 -3.0556906054480413 20.7081 -156.2567 3048.0 -0.0012643891025447599 -0.021328116066057987 -0.0011493857018649578 -0.02131713181734085 -0.00011500340067980208 -1.098424871713577e-05 -4.73127950621146 -3.0556906054480413 4.855039739131694e-05 7.27220521664304e-05 2.9536646817561818e-06 -1.1009706524894683e-05 2.070444658715802e-06 -0.00010732897700006967 -3.002562823899724e-05 -9.69627362219072e-05 -0.00016041039206230302 -7.113885758032645e-05 -4.4768103388895714e-05 1.0342406532200752e-06
2026 6 24 21 40 50 5.467167259661347 121.5637316834368 52.21313441970734 20.7081 -156.2567 3048.0 -0.0012770921487436475 -0.01994366459271453 -0.0014920765534043312 -0.019899269565939903 0.00021498440466068375 -4.439502677462681e-05 -2.6370815192344397 52.21313441970734 7.912407138192306e-05 7.27220521664304e-05 -0.00016874098497655373 0.0001791998449014116 -5.002511764714597e-05 -0.00011783389183641931 -1.6735436836591844e-05 -9.69627362219072e-05 -0.00010806122716476342 -0.00016820611664223912 4.2819723845858196e-05 -1.7672255873230928e-05
2026 6 24 21 57 32 5.746262648652555 25.874187760824725 71.76080829348172 20.7081 -156.2567 3048.0 -0.02177126818690618 -0.002403697424725481 -0.022115426138043404 -0.002380031393840909 0.00034415795113722225 -2.366603088457212e-05 4.021316797930907 71.76080829348172 0.0001549001467241324 7.27220521664304e-05 -0.000254963352977952 -0.0005751727900953205 -0.00011769414572016186 0.0003147077121414404 2.552006556522212e-05 -9.69627362219072e-05 0.00014742252860673924 -0.00010802697726529907 3.9903186446375524e-05 -2.428843584907671e-05
2026 6 24 22 8 21 5.9270340134289565 58.50659205125712 -48.89357260048782 20.7081 -156.2567 3048.0 0.033534456883533605 -0.01630540220095835 0.033075813204050064 -0.016405506059527397 0.0004586436794835405 0.00010010385856904641 2.026594543345148 -48.89357260048782 7.374043232924342e-05 7.27220521664304e-05 0.0001677342723030444 0.00012652052889110447 4.44501216642218e-05 8.725811144945139e-05 1.2861166682242125e-05 -9.69627362219072e-05 8.586346870655987e-05 -0.0001881733766502494 -0.00010185901446940625 1.654870436634968e-05
2026 6 24 22 18 16 6.092764309368188 132.81021354277865 32.607478459805534 20.7081 -156.2567 3048.0 0.0005633472880481497 -0.021436970806878054 0.000571843353100121 -0.02141200192272663 -8.496065051971278e-06 -2.4968884151422427e-05 -2.7612499268170554 32.607478459805534 5.7552706763723013e-05 7.27220521664304e-05 -8.140043074057942e-05 9.232905456776733e-05 -2.481123618906629e-05 -8.903644764104456e-05 -1.752343391860936e-05 -9.69627362219072e-05 -0.00011225620855929149 -0.0001636016288448247 9.711302452292079e-06 -1.1036451060196268e-05
2026 6 24 22 39 17 6.444001121544943 99.96383811826446 70.33541010682615 20.7081 -156.2567 3048.0 -0.020134814588605558 -0.014678621935433823 -0.020020581781864166 -0.014697103761136532 -0.00011423280674139127 1.8481825702708343e-05 -0.22025475300602082 70.33541010682615 0.00014406967516116792 7.27220521664304e-05 -0.0004740465155340654 3.518366333859476e-05 -0.00010853387525637412 -1.941602883891527e-05 -1.397779886592768e-06 -9.69627362219072e-05 -9.779037934033357e-06 -0.00021780355893842015 9.216104082822395e-05 -2.3805990162645964e-05
2026 6 24 22 49 12 6.609731417588408 121.34415588821452 1.1597055418108877 20.7081 -156.2567 3048.0 0.003820619967549508 -0.023158119770378346 0.0038589935284107924 -0.02313113957643509 -3.8373560861284465e-05 -2.6980193943256653e-05 -1.4798789749592256 1.1597055418108877 4.849130085426679e-05 7.27220521664304e-05 -3.180410853067253e-06 1.668579529163351e-06 -7.851439120986532e-07 -4.284237748875266e-05 -9.391602394764132e-06 -9.69627362219072e-05 -6.41088561279637e-05 -0.00020199623860334506 -4.072508926679186e-05 -3.9251834428753274e-07
2026 6 24 22 56 49 6.737023426504996 160.37361798099082 55.47026509912925 20.7081 -156.2567 3048.0 0.0029579613972849665 -0.02003212785999302 0.003430592594668269 -0.019975418224930763 -0.0004726311973833027 -5.670963506225826e-05 -3.954551105561058 55.47026509912925 8.553012023302273e-05 7.27220521664304e-05 -0.0001258417743208314 0.0002726944788198287 -5.6369968816967984e-05 -0.0001720123851729951 -2.509635737897261e-05 -9.69627362219072e-05 -0.00014593146245719005 -0.00011132337430955066 2.3365662350596774e-05 -1.877467669931274e-05
2026 6 24 23 40 23 7.465122576354789 88.71115514317967 -13.189386250958178 20.7081 -156.2567 3048.0 0.013990041524582756 -0.016695539685099486 0.014162905514240265 -0.01700139231979847 -0.00017286398965750925 0.00030585263469898316 1.5510455668094778 -13.189386250958178 4.979489842511645e-05 7.27220521664304e-05 3.6532396049287904e-05 2.0195232706979434e-05 9.089382122291965e-06 4.599508607181689e-05 9.84323955277325e-06 -9.69627362219072e-05 6.702470087955402e-05 -0.00020042556598268488 -6.549266636436655e-05 4.4641297870412995e-06
